open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
1761968700000000,3859.44000000,3861.08000000,3857.61000000,3861.08000000,171.07440000,1761968999999999,660152.38470200,5136,124.54460000,480601.34869600,0
1761969000000000,3861.09000000,3861.19000000,3859.09000000,3860.63000000,199.50870000,1761969299999999,770137.65539500,4405,119.60510000,461686.49528300,0
1761969300000000,3860.63000000,3863.96000000,3859.50000000,3861.38000000,170.87680000,1761969599999999,659883.51993600,4162,103.18560000,398481.64683000,0
1761969600000000,3861.38000000,3868.50000000,3861.38000000,3867.47000000,605.57080000,1761969899999999,2340535.80763000,10484,469.69780000,1815231.62105700,0
1761969900000000,3867.47000000,3868.85000000,3865.76000000,3865.76000000,424.93000000,1761970199999999,1643497.70533900,6785,304.98280000,1179586.77388600,0
1761970200000000,3865.76000000,3865.77000000,3860.04000000,3861.71000000,382.98270000,1761970499999999,1479234.27253200,7025,161.49240000,623626.23539700,0
1761970500000000,3861.71000000,3861.71000000,3855.36000000,3857.63000000,791.96360000,1761970799999999,3054882.51129000,8456,252.61980000,974359.54127200,0
1761970800000000,3857.62000000,3862.00000000,3857.62000000,3861.95000000,216.04220000,1761971099999999,833960.11292600,5436,152.24090000,587661.76799100,0
1761971100000000,3861.95000000,3865.78000000,3861.70000000,3862.73000000,324.54390000,1761971399999999,1253967.32302500,4606,250.05290000,966105.26917500,0
1761971400000000,3862.73000000,3868.01000000,3862.72000000,3867.65000000,2301.33600000,1761971699999999,8898712.92593400,7459,666.45830000,2576397.25736800,0
1761971700000000,3867.66000000,3867.95000000,3864.50000000,3865.87000000,1143.21270000,1761971999999999,4420241.43044000,8191,522.29010000,2019117.68606300,0
1761972000000000,3865.87000000,3865.87000000,3858.22000000,3864.32000000,704.76570000,1761972299999999,2721347.74679500,7495,343.90680000,1327898.70366500,0
1761972300000000,3864.32000000,3869.55000000,3864.15000000,3865.94000000,496.86030000,1761972599999999,1921326.31761300,5650,429.39070000,1660403.58920200,0
1761972600000000,3865.93000000,3868.00000000,3865.93000000,3867.26000000,136.42890000,1761972899999999,527549.48882600,4003,97.56550000,377270.04150400,0
1761972900000000,3867.26000000,3867.79000000,3865.20000000,3867.07000000,158.56290000,1761973199999999,613078.29395200,3173,96.75090000,374064.93704900,0
1761973200000000,3867.06000000,3867.75000000,3862.31000000,3862.31000000,240.13820000,1761973499999999,928447.62831600,4805,109.06710000,421707.25360000,0
1761973500000000,3862.31000000,3862.51000000,3858.22000000,3861.24000000,410.02580000,1761973799999999,1582868.60970200,5754,115.85740000,447215.93086100,0
1761973800000000,3861.24000000,3862.43000000,3860.05000000,3861.52000000,255.47910000,1761974099999999,986500.53607100,3573,120.59950000,465659.45553700,0
1761974100000000,3861.52000000,3866.79000000,3860.58000000,3866.55000000,430.75830000,1761974399999999,1664304.92427000,7387,350.12740000,1352807.46504100,0
1761974400000000,3866.54000000,3866.55000000,3861.93000000,3862.12000000,147.74190000,1761974699999999,570936.50821200,4009,62.02780000,239706.96579200,0
1761974700000000,3862.12000000,3865.24000000,3862.11000000,3864.19000000,139.28550000,1761974999999999,538189.85792100,2797,76.55430000,295789.95324500,0
1761975000000000,3864.18000000,3864.95000000,3861.13000000,3864.40000000,322.70400000,1761975299999999,1246465.86538700,4386,138.15030000,533687.68455300,0
1761975300000000,3864.40000000,3866.60000000,3864.39000000,3866.51000000,571.47900000,1761975599999999,2208968.22217700,3360,288.49770000,1115082.73788600,0
1761975600000000,3866.52000000,3866.52000000,3863.69000000,3863.70000000,90.97990000,1761975899999999,351588.73430500,1985,31.46060000,121580.39310800,0
1761975900000000,3863.70000000,3864.39000000,3860.11000000,3860.11000000,210.53990000,1761976199999999,813200.09563800,3231,87.06580000,336343.90292000,0
1761976200000000,3860.12000000,3861.34000000,3857.98000000,3859.50000000,521.32990000,1761976499999999,2012120.43572200,5533,303.41450000,1171078.59835900,0
1761976500000000,3859.50000000,3859.51000000,3853.67000000,3855.47000000,1122.67500000,1761976799999999,4329255.76516900,5826,250.72570000,966629.62482800,0
1761976800000000,3855.47000000,3859.45000000,3855.46000000,3855.75000000,540.78200000,1761977099999999,2085959.43694500,5662,333.47160000,1286252.80538900,0
1761977100000000,3855.75000000,3857.24000000,3854.10000000,3855.06000000,231.17120000,1761977399999999,891240.08289200,3892,86.12260000,332050.50948400,0
1761977400000000,3855.06000000,3858.08000000,3854.30000000,3856.60000000,667.37490000,1761977699999999,2573847.04226900,4180,223.51000000,861843.83235300,0
1761977700000000,3856.60000000,3856.96000000,3853.76000000,3856.51000000,769.60840000,1761977999999999,2966889.58608900,4833,397.91240000,1533914.16443700,0
1761978000000000,3856.52000000,3856.94000000,3853.75000000,3853.75000000,340.86670000,1761978299999999,1314070.25614200,5207,93.65070000,361004.59261700,0
1761978300000000,3853.75000000,3855.18000000,3852.96000000,3855.18000000,430.05870000,1761978599999999,1657240.06996500,3137,195.27470000,752511.23098000,0
1761978600000000,3855.18000000,3859.98000000,3855.17000000,3859.97000000,204.97620000,1761978899999999,790682.54004100,4018,130.66260000,504042.97591500,0
1761978900000000,3859.98000000,3861.35000000,3855.79000000,3856.53000000,521.09610000,1761979199999999,2010805.03456700,5647,174.64670000,673833.14740200,0
1761979200000000,3856.54000000,3856.54000000,3853.12000000,3854.56000000,339.35760000,1761979499999999,1308015.57205700,4023,227.67500000,877514.13430200,0
1761979500000000,3854.56000000,3854.71000000,3853.42000000,3853.57000000,194.57920000,1761979799999999,749858.44626000,1805,86.93270000,335015.28005700,0
1761979800000000,3853.57000000,3855.11000000,3853.12000000,3854.61000000,464.15150000,1761980099999999,1788837.66099900,3327,351.67560000,1355329.97651600,0
1761980100000000,3854.62000000,3858.95000000,3854.28000000,3858.65000000,536.07400000,1761980399999999,2067907.02615400,5224,299.44780000,1154973.75032100,0
1761980400000000,3858.65000000,3859.76000000,3856.71000000,3859.75000000,423.37180000,1761980699999999,1633370.12571900,3836,160.20570000,618122.56127800,0
1761980700000000,3859.75000000,3863.96000000,3859.75000000,3863.96000000,437.31140000,1761980999999999,1688855.51282500,4106,271.29830000,1047727.89835200,0
1761981000000000,3863.96000000,3864.00000000,3861.64000000,3861.73000000,314.77770000,1761981299999999,1216039.91848700,3564,110.14890000,425555.35219100,0
1761981300000000,3861.74000000,3863.45000000,3859.79000000,3860.12000000,528.01800000,1761981599999999,2039261.65849300,4891,110.37710000,426308.04573700,0
1761981600000000,3860.13000000,3863.46000000,3860.04000000,3863.46000000,172.19740000,1761981899999999,665070.98382000,2059,120.55040000,465611.98175000,0
1761981900000000,3863.45000000,3867.41000000,3862.66000000,3865.19000000,425.75570000,1761982199999999,1645795.67209900,5060,246.23560000,951894.17831500,0
1761982200000000,3865.20000000,3867.41000000,3861.71000000,3862.54000000,428.97890000,1761982499999999,1658240.40254600,4911,73.45310000,283927.32685400,0
1761982500000000,3862.54000000,3865.46000000,3862.53000000,3862.58000000,227.97960000,1761982799999999,880916.28715100,3221,161.20760000,622919.36559500,0
1761982800000000,3862.58000000,3862.58000000,3859.02000000,3861.27000000,295.64520000,1761983099999999,1141254.86204000,5051,139.65670000,539095.67364700,0
1761983100000000,3861.27000000,3862.15000000,3859.09000000,3859.43000000,230.35760000,1761983399999999,889391.49971000,5290,81.12360000,313198.52696800,0
1761983400000000,3859.42000000,3862.50000000,3859.42000000,3862.50000000,391.42330000,1761983699999999,1511268.06942800,4326,254.60490000,983001.40771000,0
1761983700000000,3862.50000000,3862.99000000,3860.53000000,3860.84000000,193.69810000,1761983999999999,748066.65119700,4484,67.72990000,261575.93858900,0
1761984000000000,3860.84000000,3866.27000000,3860.83000000,3866.08000000,303.11390000,1761984299999999,1171363.37908700,6428,198.15840000,765796.74791300,0
1761984300000000,3866.07000000,3866.50000000,3860.73000000,3865.76000000,894.53060000,1761984599999999,3456935.40846200,6564,300.36100000,1160642.76292000,0
1761984600000000,3865.76000000,3866.42000000,3861.47000000,3864.74000000,584.49050000,1761984899999999,2258725.57678200,6096,284.92880000,1100983.86991400,0
1761984900000000,3864.74000000,3867.61000000,3863.91000000,3864.36000000,404.76360000,1761985199999999,1564965.94744900,6433,241.68100000,934460.14135200,0
1761985200000000,3864.35000000,3866.63000000,3864.24000000,3865.27000000,342.40800000,1761985499999999,1323522.18418800,3513,195.49270000,755645.98637600,0
1761985500000000,3865.27000000,3870.50000000,3861.33000000,3867.46000000,1186.08240000,1761985799999999,4584691.02234100,10353,644.30060000,2490630.61639100,0
1761985800000000,3867.47000000,3874.32000000,3866.49000000,3871.33000000,958.28690000,1761986099999999,3709283.30263200,7635,595.57490000,2305230.45968300,0
1761986100000000,3871.34000000,3873.65000000,3870.32000000,3872.61000000,829.00690000,1761986399999999,3210215.52336800,5432,424.07990000,1642108.28568700,0
1761986400000000,3872.62000000,3872.62000000,3869.20000000,3869.21000000,219.40770000,1761986699999999,849198.27901000,2763,68.10220000,263560.39386600,0
1761986700000000,3869.20000000,3875.45000000,3869.20000000,3875.44000000,677.65140000,1761986999999999,2624928.19863800,5867,526.51000000,2039535.40258200,0
1761987000000000,3875.45000000,3879.00000000,3874.01000000,3877.65000000,630.18650000,1761987299999999,2443217.57594800,6872,441.45680000,1711581.55217900,0
1761987300000000,3877.65000000,3882.94000000,3876.50000000,3882.19000000,1042.71860000,1761987599999999,4045254.02729900,6314,557.47410000,2162694.22610800,0
1761987600000000,3882.19000000,3882.55000000,3876.49000000,3878.34000000,717.33590000,1761987899999999,2782852.82865900,10676,351.30530000,1362814.99912300,0
1761987900000000,3878.33000000,3878.34000000,3875.94000000,3877.59000000,201.15300000,1761988199999999,779875.08102900,4255,102.59580000,397765.81653300,0
1761988200000000,3877.58000000,3882.35000000,3877.28000000,3881.86000000,478.93070000,1761988499999999,1858198.54326300,6628,308.07890000,1195309.76226500,0
1761988500000000,3881.86000000,3881.86000000,3877.81000000,3877.81000000,946.86990000,1761988799999999,3673953.60405300,5633,298.97120000,1159933.19622200,0
1761988800000000,3877.81000000,3878.49000000,3875.62000000,3875.69000000,784.97300000,1761989099999999,3043933.85310500,3347,135.80990000,526597.74158200,0
1761989100000000,3875.69000000,3876.91000000,3874.38000000,3876.90000000,614.80560000,1761989399999999,2382735.25986200,6056,282.64500000,1095455.86225100,0
1761989400000000,3876.91000000,3876.91000000,3872.02000000,3874.04000000,475.38280000,1761989699999999,1841619.49076700,6735,184.89210000,716225.84659800,0
1761989700000000,3874.05000000,3877.42000000,3873.43000000,3876.54000000,564.05150000,1761989999999999,2186050.69305400,4489,395.44720000,1532591.93871100,0
1761990000000000,3876.54000000,3877.80000000,3872.03000000,3872.03000000,329.33620000,1761990299999999,1276285.51966700,4228,100.19860000,388353.91792100,0
1761990300000000,3872.04000000,3878.19000000,3872.03000000,3877.75000000,661.22570000,1761990599999999,2562719.74853700,5414,356.38060000,1381032.48261700,0
1761990600000000,3877.75000000,3877.80000000,3875.29000000,3877.15000000,399.62220000,1761990899999999,1549259.68578000,3935,77.39790000,300053.03808100,0
1761990900000000,3877.14000000,3877.57000000,3874.69000000,3875.34000000,419.76480000,1761991199999999,1627104.20216600,4209,47.21160000,182987.95123100,0
1761991200000000,3875.35000000,3880.17000000,3875.34000000,3877.27000000,489.27200000,1761991499999999,1897649.82955700,6120,141.54240000,548923.64967500,0
1761991500000000,3877.27000000,3877.28000000,3873.07000000,3874.69000000,369.62820000,1761991799999999,1432182.23950400,4730,101.43580000,392972.24495300,0
1761991800000000,3874.69000000,3875.35000000,3872.04000000,3873.27000000,335.90020000,1761992099999999,1301111.33984700,4606,97.40510000,377292.66267400,0
1761992100000000,3873.26000000,3876.78000000,3873.26000000,3875.61000000,564.10700000,1761992399999999,2185501.88430200,6267,197.03040000,763427.76448600,0
1761992400000000,3875.60000000,3876.57000000,3873.71000000,3873.71000000,457.26140000,1761992699999999,1771924.24461000,4308,53.42120000,206991.56049600,0
1761992700000000,3873.71000000,3876.54000000,3873.33000000,3873.81000000,775.85580000,1761992999999999,3006113.89183900,5209,322.89910000,1251017.71187400,0
1761993000000000,3873.81000000,3877.37000000,3873.80000000,3876.11000000,422.09240000,1761993299999999,1635939.92040700,4154,125.20700000,485315.62479800,0
1761993300000000,3876.12000000,3876.30000000,3873.31000000,3875.00000000,313.08680000,1761993599999999,1213071.66427000,4208,139.52120000,540525.55843300,0
1761993600000000,3875.00000000,3879.50000000,3875.00000000,3879.49000000,322.70460000,1761993899999999,1251251.45863200,4269,218.56370000,847471.27342600,0
1761993900000000,3879.49000000,3879.49000000,3876.92000000,3878.69000000,341.79430000,1761994199999999,1325582.43743500,4092,129.91450000,503826.96334200,0
1761994200000000,3878.69000000,3882.01000000,3876.68000000,3877.50000000,800.68490000,1761994499999999,3106513.72075100,7625,492.91100000,1912495.37589200,0
1761994500000000,3877.50000000,3877.80000000,3875.40000000,3876.80000000,760.20540000,1761994799999999,2946757.20084700,4070,347.55530000,1347145.32064800,0
1761994800000000,3876.80000000,3879.31000000,3876.80000000,3879.31000000,362.33120000,1761995099999999,1405213.24940700,4374,163.59560000,634402.23676100,0
1761995100000000,3879.30000000,3881.29000000,3878.38000000,3879.38000000,443.39380000,1761995399999999,1720295.71466200,5142,201.75490000,782790.75626800,0
1761995400000000,3879.38000000,3879.94000000,3878.32000000,3878.62000000,97.09320000,1761995699999999,376633.25770300,2092,51.19250000,198566.55343300,0
1761995700000000,3878.61000000,3880.89000000,3878.61000000,3880.89000000,281.07460000,1761995999999999,1090503.59706000,2721,115.13080000,446705.70471700,0
1761996000000000,3880.88000000,3880.89000000,3873.00000000,3874.15000000,585.14070000,1761996299999999,2268702.17203400,7714,97.70660000,378794.01060700,0
1761996300000000,3874.15000000,3875.25000000,3872.05000000,3872.38000000,450.47390000,1761996599999999,1745072.10620200,4309,79.88270000,309494.99745800,0
1761996600000000,3872.39000000,3872.67000000,3868.83000000,3871.87000000,831.23860000,1761996899999999,3217352.58187900,6782,277.26680000,1073170.01934900,0
1761996900000000,3871.87000000,3872.23000000,3870.61000000,3872.23000000,461.20620000,1761997199999999,1785470.77488800,3497,121.51910000,470418.19312500,0
1761997200000000,3872.22000000,3877.44000000,3872.22000000,3876.42000000,509.39640000,1761997499999999,1974476.45128300,3360,230.79630000,894500.91109100,0
1761997500000000,3876.41000000,3878.00000000,3876.41000000,3876.69000000,533.77400000,1761997799999999,2069553.37670300,3924,225.46290000,874143.83222300,0
1761997800000000,3876.70000000,3878.02000000,3874.49000000,3874.50000000,389.14200000,1761998099999999,1508564.90378500,3267,66.06740000,256144.24742000,0
1761998100000000,3874.50000000,3877.79000000,3874.49000000,3877.79000000,281.55450000,1761998399999999,1091330.73660000,3032,105.38580000,408469.28776700,0
1761998400000000,3877.79000000,3879.79000000,3877.79000000,3878.16000000,577.88320000,1761998699999999,2241508.76213900,4061,273.01760000,1058973.08025000,0
