open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
1766698320000000,87945.35000000,87973.95000000,87945.34000000,87951.05000000,2.82256000,1766698379999999,248267.78033570,1413,2.35605000,207230.35332950,0
1766698380000000,87951.06000000,87956.14000000,87951.05000000,87956.14000000,0.69741000,1766698439999999,61339.84154850,363,0.45207000,39761.27851710,0
1766698440000000,87956.14000000,87956.14000000,87945.54000000,87945.55000000,7.29843000,1766698499999999,641940.16463510,937,0.13638000,11995.30744130,0
1766698500000000,87945.55000000,87945.55000000,87945.54000000,87945.55000000,0.47923000,1766698559999999,42146.14251840,136,0.13842000,12173.42303100,0
1766698560000000,87945.55000000,87966.39000000,87945.54000000,87966.39000000,3.49388000,1766698619999999,307277.26232940,1038,3.36157000,295640.71952740,0
1766698620000000,87966.39000000,87966.42000000,87966.38000000,87966.41000000,2.59614000,1766698679999999,228373.11861130,423,2.48275000,218398.60793030,0
1766698680000000,87966.42000000,87969.42000000,87966.41000000,87969.42000000,0.55236000,1766698739999999,48589.87460970,253,0.45820000,40306.70583410,0
1766698740000000,87969.41000000,87969.42000000,87969.41000000,87969.41000000,0.34607000,1766698799999999,30443.57615570,127,0.24370000,21438.14765400,0
1766698800000000,87969.41000000,87969.42000000,87947.08000000,87947.09000000,5.58277000,1766698859999999,491087.22404500,737,0.16187000,14236.00448830,0
1766698860000000,87947.08000000,87965.00000000,87947.08000000,87965.00000000,1.14670000,1766698919999999,100854.24375950,815,1.00589000,88469.15288340,0
1766698920000000,87965.00000000,87979.91000000,87964.99000000,87974.92000000,2.32392000,1766698979999999,204432.91842860,916,2.00185000,176099.04202090,0
1766698980000000,87974.92000000,87974.92000000,87961.86000000,87961.86000000,1.82733000,1766699039999999,160753.33968040,486,1.12041000,98563.32384530,0
1766699040000000,87961.87000000,87961.87000000,87961.86000000,87961.87000000,0.24021000,1766699099999999,21129.31977050,111,0.13799000,12137.85844130,0
1766699100000000,87961.86000000,87961.87000000,87961.86000000,87961.86000000,0.41311000,1766699159999999,36337.92701440,174,0.30298000,26650.68737260,0
1766699160000000,87961.87000000,87961.87000000,87961.86000000,87961.87000000,0.73054000,1766699219999999,64259.66310830,171,0.59039000,51931.80842930,0
1766699220000000,87961.86000000,87961.87000000,87961.86000000,87961.87000000,0.44921000,1766699279999999,39513.34901260,131,0.18820000,16554.42393400,0
1766699280000000,87961.86000000,87961.86000000,87945.60000000,87945.61000000,5.41424000,1766699339999999,476167.22365300,480,0.21482000,18892.48334980,0
1766699340000000,87945.61000000,87945.61000000,87945.60000000,87945.60000000,0.40874000,1766699399999999,35946.88632380,114,0.17798000,15652.55966780,0
1766699400000000,87945.60000000,87945.61000000,87932.00000000,87932.00000000,3.40330000,1766699459999999,299299.49040470,1015,0.16327000,14356.72244310,0
1766699460000000,87932.00000000,87941.85000000,87932.00000000,87941.84000000,1.49945000,1766699519999999,131854.14397740,533,1.23734000,108805.31662380,0
1766699520000000,87941.85000000,87949.30000000,87932.00000000,87932.01000000,1.06904000,1766699579999999,94015.61332520,1325,0.40376000,35508.07609690,0
1766699580000000,87932.00000000,87932.01000000,87907.79000000,87907.80000000,1.11375000,1766699639999999,97921.97617890,1653,0.20746000,18239.70561610,0
1766699640000000,87907.80000000,87907.80000000,87878.27000000,87878.28000000,2.82108000,1766699699999999,247960.22699340,1308,0.16239000,14272.92925750,0
